age,workclass,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
34,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,True
22,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,False
50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,True
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,True
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,51,United-States,False
40,,Assoc-acdm,Divorced,,Not-in-family,White,Male,0,0,40,United-States,False
53,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,True
38,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,True
25,State-gov,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,False
51,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,False
22,,12th,Never-married,,Own-child,Black,Male,0,0,40,United-States,False
18,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,False
41,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States,True
33,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,False
33,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,False
67,State-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,False
47,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,True
24,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,False
32,Local-gov,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
29,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,False
25,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,False
33,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
55,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
31,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
32,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,False
18,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,34095,0,3,United-States,False
36,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,False
58,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States,False
34,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,True
19,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,False
21,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,False
36,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,United-States,False
37,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Black,Female,15024,0,40,United-States,True
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,21,Trinadad&Tobago,False
52,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,False
48,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,0,0,40,,False
43,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,False
22,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,False
57,Private,5th-6th,Divorced,Transport-moving,Unmarried,White,Male,6497,0,40,United-States,False
37,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
39,Private,Some-college,Divorced,Sales,Unmarried,Asian-Pac-Islander,Female,0,0,38,United-States,False
54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,True
27,Private,Assoc-acdm,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,False
21,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,False
65,Private,Some-college,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,False
30,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,False
22,Private,9th,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,False
26,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,4064,0,50,United-States,False
25,Private,11th,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,False
35,,Assoc-voc,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,True
47,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,True
23,Private,Assoc-acdm,Never-married,Other-service,Own-child,White,Male,0,0,60,United-States,False
42,Private,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,True
39,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,30,United-States,False
55,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,True
24,State-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,10,China,False
46,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,40,,True
53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
44,Private,11th,Separated,Other-service,Unmarried,Black,Female,0,0,60,United-States,False
40,Private,HS-grad,Separated,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,False
48,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,True
26,Private,Assoc-voc,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,False
22,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,False
35,,HS-grad,Married-civ-spouse,,Wife,White,Female,0,0,12,United-States,False
20,,Some-college,Never-married,,Unmarried,White,Female,0,0,20,United-States,False
43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,False
37,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,False
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Laos,False
41,Private,HS-grad,Married-civ-spouse,Sales,Husband,Amer-Indian-Eskimo,Male,0,0,50,United-States,False
38,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,True
77,,9th,Married-civ-spouse,,Husband,Black,Male,0,0,40,United-States,False
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,False
20,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,40,United-States,False
36,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Female,3674,0,40,United-States,False
32,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,False
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,True
25,State-gov,Some-college,Divorced,Protective-serv,Other-relative,White,Male,0,0,45,United-States,False
40,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,False
18,,11th,Never-married,,Own-child,White,Male,0,0,25,United-States,False
49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,True
17,Private,11th,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,False
29,Private,HS-grad,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,False
47,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,55,Taiwan,True
24,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,False
58,,7th-8th,Married-civ-spouse,,Husband,White,Male,0,0,24,United-States,False
29,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,False
45,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,24,Canada,True
30,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,False
19,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,20,United-States,False
59,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1485,40,United-States,True
47,Private,7th-8th,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,30,United-States,False
41,Private,Some-college,Married-civ-spouse,Tech-support,Husband,Black,Male,3137,0,40,United-States,False
28,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,France,False
46,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,True
40,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,False
66,State-gov,10th,Divorced,Other-service,Not-in-family,Black,Female,0,0,40,United-States,False
30,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,14084,0,45,,True
44,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Own-child,White,Male,0,0,12,United-States,False
58,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,True
21,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,48,Mexico,False
59,Private,9th,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,False
35,Local-gov,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
45,Private,9th,Married-civ-spouse,Adm-clerical,Husband,Black,Male,5178,0,40,United-States,True
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,False
33,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,Jamaica,False
26,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,15,United-States,False
48,Private,Some-college,Separated,Sales,Unmarried,Black,Female,0,0,35,United-States,False
31,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,False
36,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,False
48,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,False
30,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,5013,0,40,United-States,False
33,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,True
19,,9th,Never-married,,Not-in-family,White,Female,0,0,25,United-States,False
37,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty,Wife,Black,Female,99999,0,40,,True
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,True
18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,40,,False
38,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,50,United-States,True
34,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,False
45,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,True
33,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,False
35,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,44,United-States,False
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,False
35,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,False
45,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,8,United-States,False
17,Private,11th,Never-married,Farming-fishing,Own-child,White,Male,0,0,45,United-States,False
50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,False
38,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,True
33,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,True
46,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,,False
25,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,6849,0,50,United-States,False
64,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
62,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,10,United-States,False
32,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,60,United-States,True
17,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,False
61,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,False
40,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,False
21,Private,HS-grad,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,False
39,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,True
35,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,False
29,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,False
27,Federal-gov,Assoc-acdm,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,False
20,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,False
34,,Some-college,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,True
51,Local-gov,Masters,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,False
45,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,15,United-States,False
20,,Some-college,Never-married,,Own-child,White,Female,0,0,40,United-States,False
31,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
29,Private,HS-grad,Never-married,Tech-support,Own-child,Black,Male,0,0,40,United-States,False
56,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Canada,False
55,Self-emp-not-inc,Some-college,Divorced,Tech-support,Not-in-family,White,Female,0,0,12,United-States,True
26,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,0,0,20,United-States,False
46,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,45,United-States,True
32,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,False
28,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,False
27,Private,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,35,Guatemala,False
23,Private,9th,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,False
59,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,False
26,Private,12th,Never-married,Craft-repair,Other-relative,Other,Male,0,0,48,Guatemala,False
36,Private,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,False
18,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,False
33,Private,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,70,United-States,False
60,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,15,Germany,True
40,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,48,Mexico,False
48,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,43,United-States,False
27,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,False
19,Private,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,False
38,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,True
26,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,0,0,43,United-States,False
45,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,3908,0,40,United-States,False
20,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,False
32,Federal-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,False
22,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,13,United-States,False
